Location,Latitude,Longitude,SeverityScore,IncidentsTotal
POINT(-79.4567 43.63897),43.639,-79.457,0.004,9
POINT(-79.39213 43.7852),43.785,-79.392,0.006,9
POINT(-79.34381 43.79505),43.795,-79.344,0.002,9
POINT(-79.37115 43.67162),43.672,-79.371,0.006,9
POINT(-79.33026 43.725),43.725,-79.33,0.005,10
POINT(-79.40164 43.63597),43.636,-79.402,0.02,10
POINT(-79.60076 43.7431),43.743,-79.601,0.038,11
POINT(-79.36198 43.76424),43.764,-79.362,0.031,13
POINT(-79.38774 43.67272),43.673,-79.388,0.009,13
POINT(-79.48902 43.75532),43.755,-79.489,0.032,13
POINT(-79.3608 43.67414),43.674,-79.361,0.002,15
POINT(-79.33215 43.74262),43.743,-79.332,0.009,15
POINT(-79.22552 43.78927),43.789,-79.226,0.002,16
POINT(-79.25735 43.78068),43.781,-79.257,0.003,17
POINT(-79.38235 43.6521),43.652,-79.382,0.015,18
POINT(-79.41151 43.75149),43.751,-79.412,0.002,19
POINT(-79.52416 43.61534),43.615,-79.524,0.019,21
POINT(-79.50592 43.60695),43.607,-79.506,0.026,22
POINT(-79.5364 43.72481),43.725,-79.536,0.044,26
POINT(-79.38656 43.63973),43.64,-79.387,0.011,80
POINT(-79.39305 43.64008),43.64,-79.393,0.016,29
POINT(-79.61275 43.75341),43.753,-79.613,0.175,168
POINT(-79.44747 43.68892),43.689,-79.447,0.254,118
POINT(-79.55583 43.70602),43.706,-79.556,0.01,31
POINT(-79.41115 43.762),43.762,-79.411,0.018,34
POINT(-79.57086 43.68913),43.689,-79.571,0.004,79
POINT(-79.374 43.76568),43.766,-79.374,0.003,37
POINT(-79.48536 43.72178),43.722,-79.485,0.003,35
POINT(-79.36309 43.7663),43.766,-79.363,0.242,4849
POINT(-79.33695 43.76335),43.763,-79.337,0.005,34
POINT(-79.5457 43.61398),43.614,-79.546,0.013,31
POINT(-79.38509 43.64823),43.648,-79.385,0.028,44
POINT(-79.45683 43.72796),43.728,-79.457,0.007,87
POINT(-79.45369 43.72867),43.729,-79.454,0.003,37
POINT(-79.38163 43.72894),43.729,-79.382,0.134,105
POINT(-79.42766 43.67045),43.67,-79.428,0.006,3
POINT(-79.35132 43.72733),43.727,-79.351,0.006,3
POINT(-79.37554 43.65336),43.653,-79.376,0.005,3
POINT(-79.28322 43.71659),43.717,-79.283,0.007,3
POINT(-79.39633 43.67503),43.675,-79.396,0.007,3
POINT(-79.30406 43.74353),43.744,-79.304,0.007,3
POINT(-79.24796 43.71117),43.711,-79.248,0.005,3
POINT(-79.38117 43.65928),43.659,-79.381,0.007,3
POINT(-79.44715 43.66856),43.669,-79.447,0.009,3
POINT(-79.29812 43.75383),43.754,-79.298,0.006,3
POINT(-79.3633 43.76691),43.767,-79.363,0.004,3
POINT(-79.53888 43.7582),43.758,-79.539,0.005,4
POINT(-79.37836 43.71818),43.718,-79.378,0.009,4
POINT(-79.52233 43.64515),43.645,-79.522,0.012,4
POINT(-79.43733 43.64037),43.64,-79.437,0.006,4
POINT(-79.54428 43.61694),43.617,-79.544,0.011,5
POINT(-79.52748 43.73633),43.736,-79.527,0.056,5
POINT(-79.36154 43.66299),43.663,-79.362,0.035,5
POINT(-79.37837 43.65228),43.652,-79.378,0.01,6
POINT(-79.33239 43.74283),43.743,-79.332,0.002,6
POINT(-79.43592 43.67926),43.679,-79.436,0.012,6
POINT(-79.26681 43.77924),43.779,-79.267,0.004,6
POINT(-79.46766 43.76018),43.76,-79.468,0.043,7
POINT(-79.52695 43.75529),43.755,-79.527,0.006,7
POINT(-79.51602 43.61959),43.62,-79.516,0.005,8
POINT(-79.38884 43.6551),43.655,-79.389,0.01,8
POINT(-79.49644 43.67815),43.678,-79.496,0.017,8
POINT(-79.2984 43.72534),43.725,-79.298,0.029,8
POINT(-79.51868 43.61675),43.617,-79.519,0.006,8
POINT(-79.3835 43.64549),43.645,-79.383,0.008,9
POINT(-79.52666 43.73707),43.737,-79.527,0.002,10
POINT(-79.57435 43.69897),43.699,-79.574,0.004,10
POINT(-79.39498 43.64663),43.647,-79.395,0.006,10
POINT(-79.59213 43.67561),43.676,-79.592,0.003,11
POINT(-79.48576 43.68771),43.688,-79.486,0.038,11
POINT(-79.47627 43.76336),43.763,-79.476,0.047,12
POINT(-79.43284 43.73696),43.737,-79.433,0.002,13
POINT(-79.37163 43.65207),43.652,-79.372,0.009,14
POINT(-79.40705 43.63569),43.636,-79.407,0.015,14
POINT(-79.24757 43.73568),43.736,-79.248,0.016,15
POINT(-79.40276 43.64376),43.644,-79.403,0.015,18
POINT(-79.3614 43.67535),43.675,-79.361,0.004,18
POINT(-79.30798 43.67387),43.674,-79.308,0.029,19
POINT(-79.43423 43.7374),43.737,-79.434,0.03,22
POINT(-79.45134 43.73738),43.737,-79.451,0.014,23
POINT(-79.34019 43.81591),43.816,-79.34,0.109,24
POINT(-79.49334 43.77254),43.773,-79.493,0.055,26
POINT(-79.52003 43.71796),43.718,-79.52,0.005,59
POINT(-79.43892 43.66847),43.668,-79.439,0.027,39
POINT(-79.40036 43.63818),43.638,-79.4,0.008,43
POINT(-79.40425 43.76306),43.763,-79.404,0.094,48
POINT(-79.40986 43.75247),43.752,-79.41,0.004,84
POINT(-79.59122 43.66856),43.669,-79.591,0.003,54
POINT(-79.55003 43.61548),43.615,-79.55,0.108,808
POINT(-79.52546 43.61758),43.618,-79.525,0.013,154
POINT(-79.42956 43.71925),43.719,-79.43,0.029,41
POINT(-79.37704 43.71129),43.711,-79.377,0.04,29
POINT(-79.5311 43.61679),43.617,-79.531,0.122,681
POINT(-79.48852 43.75457),43.755,-79.489,0.005,3
POINT(-79.48766 43.70652),43.707,-79.488,0.004,3
POINT(-79.3809 43.6492),43.649,-79.381,0.004,3
POINT(-79.28404 43.74769),43.748,-79.284,0.004,3
POINT(-79.55975 43.63304),43.633,-79.56,0.001,3
POINT(-79.56822 43.7442),43.744,-79.568,0.007,3
POINT(-79.31002 43.75926),43.759,-79.31,0.004,3
POINT(-79.40038 43.64655),43.647,-79.4,0.003,3
POINT(-79.4889 43.77666),43.777,-79.489,0.017,3
POINT(-79.35878 43.64882),43.649,-79.359,0.005,5
POINT(-79.56547 43.6507),43.651,-79.565,0.001,5
POINT(-79.51076 43.68413),43.684,-79.511,0.005,5
POINT(-79.31786 43.72503),43.725,-79.318,0.008,5
POINT(-79.46292 43.67324),43.673,-79.463,0.009,5
POINT(-79.4748 43.69453),43.695,-79.475,0.015,6
POINT(-79.3308 43.73157),43.732,-79.331,0.003,6
POINT(-79.46913 43.67396),43.674,-79.469,0.009,7
POINT(-79.51143 43.64748),43.647,-79.511,0.011,7
POINT(-79.38336 43.74378),43.744,-79.383,0.013,8
POINT(-79.56777 43.74254),43.743,-79.568,0.019,8
POINT(-79.33968 43.72322),43.723,-79.34,0.008,8
POINT(-79.5473 43.75099),43.751,-79.547,0.012,8
POINT(-79.48706 43.66563),43.666,-79.487,0.042,8
POINT(-79.25931 43.79083),43.791,-79.259,0.016,8
POINT(-79.42244 43.69341),43.693,-79.422,0.018,10
POINT(-79.36885 43.644),43.644,-79.369,0.017,10
POINT(-79.35504 43.66164),43.662,-79.355,0.003,11
POINT(-79.34109 43.69788),43.698,-79.341,0.004,12
POINT(-79.56902 43.65763),43.658,-79.569,0.003,13
POINT(-79.35085 43.76656),43.767,-79.351,0.002,14
POINT(-79.29268 43.79354),43.794,-79.293,0.043,14
POINT(-79.35458 43.6602),43.66,-79.355,0.01,15
POINT(-79.33394 43.75218),43.752,-79.334,0.007,15
POINT(-79.32635 43.74057),43.741,-79.326,0.025,16
POINT(-79.39362 43.66858),43.669,-79.394,0.01,16
POINT(-79.52954 43.73573),43.736,-79.53,0.02,18
POINT(-79.50369 43.71105),43.711,-79.504,0.01,19
POINT(-79.49769 43.68121),43.681,-79.498,0.037,19
POINT(-79.42528 43.70116),43.701,-79.425,0.035,21
POINT(-79.52626 43.61963),43.62,-79.526,0.03,22
POINT(-79.56253 43.70461),43.705,-79.563,0.005,24
POINT(-79.52429 43.72745),43.727,-79.524,0.003,24
POINT(-79.46216 43.72725),43.727,-79.462,0.002,26
POINT(-79.45522 43.72861),43.729,-79.455,0.004,27
POINT(-79.46226 43.69319),43.693,-79.462,0.047,27
POINT(-79.43867 43.63457),43.635,-79.439,0.006,28
POINT(-79.38117 43.64236),43.642,-79.381,0.014,81
POINT(-79.25849 43.73451),43.735,-79.258,0.066,36
POINT(-79.5627 43.69916),43.699,-79.563,0.005,45
POINT(-79.4456 43.71573),43.716,-79.446,0.026,31
POINT(-79.36466 43.64684),43.647,-79.365,0.017,78
POINT(-79.56142 43.70056),43.701,-79.561,0.005,45
POINT(-79.34134 43.73765),43.738,-79.341,0.073,86
POINT(-79.57908 43.70964),43.71,-79.579,0.064,30
POINT(-79.35333 43.69647),43.696,-79.353,0.02,57
POINT(-79.53731 43.7166),43.717,-79.537,0.017,34
POINT(-79.47666 43.63096),43.631,-79.477,0.024,170
POINT(-79.37858 43.65445),43.654,-79.379,0.005,3
POINT(-79.21787 43.80163),43.802,-79.218,0.004,3
POINT(-79.42804 43.64091),43.641,-79.428,0.008,3
POINT(-79.55228 43.61656),43.617,-79.552,0.001,3
POINT(-79.50896 43.66121),43.661,-79.509,0.007,3
POINT(-79.2449 43.72882),43.729,-79.245,0.007,3
POINT(-79.60667 43.69704),43.697,-79.607,0.003,3
POINT(-79.43743 43.66877),43.669,-79.437,0.006,3
POINT(-79.46467 43.70439),43.704,-79.465,0.051,3
POINT(-79.38784 43.67014),43.67,-79.388,0.004,3
POINT(-79.55665 43.63421),43.634,-79.557,0.005,3
POINT(-79.44446 43.78081),43.781,-79.444,0.004,3
POINT(-79.42082 43.66987),43.67,-79.421,0.025,4
POINT(-79.38903 43.70539),43.705,-79.389,0.005,4
POINT(-79.45115 43.73049),43.73,-79.451,0.001,4
POINT(-79.23446 43.78363),43.784,-79.234,0.002,4
POINT(-79.47834 43.70942),43.709,-79.478,0.008,6
POINT(-79.25039 43.7164),43.716,-79.25,0.024,6
POINT(-79.28911 43.7316),43.732,-79.289,0.013,6
POINT(-79.38408 43.67377),43.674,-79.384,0.015,6
POINT(-79.46833 43.77462),43.775,-79.468,0.006,6
POINT(-79.49222 43.70543),43.705,-79.492,0.012,8
POINT(-79.22293 43.79088),43.791,-79.223,0.002,8
POINT(-79.18651 43.77017),43.77,-79.187,0.009,9
POINT(-79.2617 43.82816),43.828,-79.262,0.059,10
POINT(-79.34827 43.81302),43.813,-79.348,0.017,10
POINT(-79.57887 43.67549),43.675,-79.579,0.002,11
POINT(-79.34543 43.76652),43.767,-79.345,0.005,11
POINT(-79.35076 43.65523),43.655,-79.351,0.004,12
POINT(-79.4181 43.7027),43.703,-79.418,0.026,14
POINT(-79.42649 43.74031),43.74,-79.426,0.002,15
POINT(-79.29601 43.74848),43.748,-79.296,0.03,16
POINT(-79.60252 43.68916),43.689,-79.603,0.004,16
POINT(-79.23951 43.78426),43.784,-79.24,0.002,18
POINT(-79.34064 43.78001),43.78,-79.341,0.011,20
POINT(-79.49927 43.66584),43.666,-79.499,0.021,21
POINT(-79.44288 43.77405),43.774,-79.443,0.027,25
POINT(-79.23374 43.78138),43.781,-79.234,0.016,26
POINT(-79.38104 43.65632),43.656,-79.381,0.017,27
POINT(-79.39334 43.63857),43.639,-79.393,0.009,54
POINT(-79.24462 43.78343),43.783,-79.245,0.01,37
POINT(-79.55568 43.70711),43.707,-79.556,0.018,400
POINT(-79.39991 43.63696),43.637,-79.4,0.03,91
POINT(-79.26434 43.77954),43.78,-79.264,0.004,51
POINT(-79.51143 43.71704),43.717,-79.511,0.004,41
POINT(-79.55823 43.70431),43.704,-79.558,0.007,108
POINT(-79.33874 43.65467),43.655,-79.339,0.028,139
POINT(-79.39209 43.63856),43.639,-79.392,0.01,107
POINT(-79.36058 43.64812),43.648,-79.361,0.019,75
POINT(-79.53491 43.75356),43.754,-79.535,0.047,92
POINT(-79.38245 43.64507),43.645,-79.382,0.029,80
POINT(-79.5184 43.7165),43.717,-79.518,0.003,62
POINT(-79.55874 43.60586),43.606,-79.559,0.016,74
POINT(-79.32509 43.65506),43.655,-79.325,0.202,62
POINT(-79.37972 43.64144),43.641,-79.38,0.014,36
POINT(-79.34279 43.73729),43.737,-79.343,0.003,3
POINT(-79.3775 43.71342),43.713,-79.377,0.004,3
POINT(-79.38957 43.64058),43.641,-79.39,0.007,3
POINT(-79.59145 43.7083),43.708,-79.591,0.016,3
POINT(-79.41514 43.63668),43.637,-79.415,0.001,3
POINT(-79.36347 43.71121),43.711,-79.363,0.005,3
POINT(-79.45491 43.65181),43.652,-79.455,0.018,3
POINT(-79.57719 43.67819),43.678,-79.577,0,3
POINT(-79.53646 43.63981),43.64,-79.536,0.005,3
POINT(-79.46418 43.70185),43.702,-79.464,0.003,3
POINT(-79.38605 43.74766),43.748,-79.386,0.006,3
POINT(-79.31914 43.69938),43.699,-79.319,0.004,3
POINT(-79.40997 43.76046),43.76,-79.41,0.003,3
POINT(-79.41212 43.7666),43.767,-79.412,0.011,3
POINT(-79.24509 43.82491),43.825,-79.245,0.011,3
POINT(-79.32611 43.71672),43.717,-79.326,0.001,3
POINT(-79.46556 43.66766),43.668,-79.466,0.006,3
POINT(-79.24774 43.73471),43.735,-79.248,0.007,3
POINT(-79.49082 43.62553),43.626,-79.491,0.001,4
POINT(-79.33349 43.75098),43.751,-79.333,0.002,4
POINT(-79.44799 43.66627),43.666,-79.448,0.008,4
POINT(-79.57331 43.67108),43.671,-79.573,0.015,5
POINT(-79.57868 43.67249),43.672,-79.579,0.001,5
POINT(-79.43212 43.7282),43.728,-79.432,0.016,5
POINT(-79.41402 43.63701),43.637,-79.414,0.002,6
POINT(-79.17415 43.76558),43.766,-79.174,0.043,6
POINT(-79.56476 43.61544),43.615,-79.565,0.063,7
POINT(-79.34952 43.67802),43.678,-79.35,0.018,8
POINT(-79.36615 43.78222),43.782,-79.366,0.048,9
POINT(-79.51868 43.61729),43.617,-79.519,0.009,10
POINT(-79.42235 43.74136),43.741,-79.422,0.007,10
POINT(-79.40205 43.66305),43.663,-79.402,0.08,11
POINT(-79.3593 43.67597),43.676,-79.359,0.011,11
POINT(-79.56513 43.67432),43.674,-79.565,0.011,13
POINT(-79.48931 43.625),43.625,-79.489,0.011,14
POINT(-79.52284 43.7235),43.724,-79.523,0.006,15
POINT(-79.34678 43.75),43.75,-79.347,0.041,16
POINT(-79.51297 43.73968),43.74,-79.513,0.028,17
POINT(-79.35546 43.6489),43.649,-79.355,0.008,17
POINT(-79.37553 43.64271),43.643,-79.376,0.018,19
POINT(-79.41817 43.68332),43.683,-79.418,0.017,20
POINT(-79.41562 43.67666),43.677,-79.416,0.021,27
POINT(-79.31368 43.72594),43.726,-79.314,0.029,57
POINT(-79.32331 43.72486),43.725,-79.323,0.125,185
POINT(-79.43723 43.63406),43.634,-79.437,0.008,55
POINT(-79.55659 43.62711),43.627,-79.557,0.007,61
POINT(-79.47594 43.68085),43.681,-79.476,0.02,31
POINT(-79.30273 43.72476),43.725,-79.303,0.074,106
POINT(-79.49806 43.71909),43.719,-79.498,0.021,365
POINT(-79.41989 43.7446),43.745,-79.42,0.06,1162
POINT(-79.31511 43.66574),43.666,-79.315,0.048,29
POINT(-79.52248 43.71627),43.716,-79.522,0.004,42
POINT(-79.37001 43.76594),43.766,-79.37,0.004,82
POINT(-79.37957 43.64231),43.642,-79.38,0.009,48
POINT(-79.28958 43.73299),43.733,-79.29,0.047,47
POINT(-79.13511 43.8036),43.804,-79.135,0.024,248
POINT(-79.53626 43.71298),43.713,-79.536,0.006,98
POINT(-79.54035 43.71232),43.712,-79.54,0.006,150
POINT(-79.34675 43.76646),43.766,-79.347,0.016,37
POINT(-79.18347 43.80561),43.806,-79.183,0.111,34
POINT(-79.46806 43.69174),43.692,-79.468,0.008,3
POINT(-79.44284 43.73072),43.731,-79.443,0,3
POINT(-79.51124 43.60577),43.606,-79.511,0.096,3
POINT(-79.34408 43.69737),43.697,-79.344,0.001,3
POINT(-79.49903 43.7089),43.709,-79.499,0.002,3
POINT(-79.2816 43.688),43.688,-79.282,0.015,3
POINT(-79.34531 43.73321),43.733,-79.345,0.02,3
POINT(-79.55226 43.72692),43.727,-79.552,0.004,3
POINT(-79.35191 43.75502),43.755,-79.352,0.006,3
POINT(-79.42938 43.66149),43.661,-79.429,0.008,3
POINT(-79.47055 43.76808),43.768,-79.471,0.006,3
POINT(-79.35944 43.69099),43.691,-79.359,0.002,4
POINT(-79.48713 43.70654),43.707,-79.487,0.004,4
POINT(-79.33703 43.72105),43.721,-79.337,0.007,4
POINT(-79.24977 43.78185),43.782,-79.25,0.002,4
POINT(-79.59391 43.69688),43.697,-79.594,0.003,5
POINT(-79.45326 43.70726),43.707,-79.453,0.013,6
POINT(-79.38273 43.67001),43.67,-79.383,0.01,6
POINT(-79.57446 43.66894),43.669,-79.574,0.001,8
POINT(-79.51694 43.62882),43.629,-79.517,0.016,8
POINT(-79.36275 43.70868),43.709,-79.363,0.049,9
POINT(-79.23548 43.78663),43.787,-79.235,0.005,9
POINT(-79.54578 43.63153),43.632,-79.546,0.021,9
POINT(-79.34708 43.6516),43.652,-79.347,0.009,9
POINT(-79.3535 43.65783),43.658,-79.353,0.004,10
POINT(-79.30191 43.72336),43.723,-79.302,0.063,10
POINT(-79.38399 43.74812),43.748,-79.384,0.013,11
POINT(-79.25219 43.77454),43.775,-79.252,0.016,11
POINT(-79.6327 43.75128),43.751,-79.633,0.031,12
POINT(-79.53316 43.7017),43.702,-79.533,0.12,13
POINT(-79.33016 43.72334),43.723,-79.33,0.005,16
POINT(-79.42541 43.70066),43.701,-79.425,0.024,17
POINT(-79.56652 43.74006),43.74,-79.567,0.048,18
POINT(-79.5624 43.67461),43.675,-79.562,0.018,18
POINT(-79.41711 43.72612),43.726,-79.417,0.034,20
POINT(-79.39905 43.63809),43.638,-79.399,0.005,20
POINT(-79.546 43.77031),43.77,-79.546,0.019,21
POINT(-79.57445 43.66993),43.67,-79.574,0.002,22
POINT(-79.27947 43.77617),43.776,-79.279,0.003,23
POINT(-79.34391 43.7673),43.767,-79.344,0.003,25
POINT(-79.33164 43.70577),43.706,-79.332,0.008,27
POINT(-79.46029 43.63848),43.638,-79.46,0.012,37
POINT(-79.42358 43.7424),43.742,-79.424,0.004,53
POINT(-79.54766 43.69935),43.699,-79.548,0.107,79
POINT(-79.19423 43.78927),43.789,-79.194,0.095,61
POINT(-79.40405 43.75629),43.756,-79.404,0.004,72
POINT(-79.27428 43.7772),43.777,-79.274,0.005,60
POINT(-79.23655 43.78812),43.788,-79.237,0.018,30
POINT(-79.42068 43.744),43.744,-79.421,0.006,110
POINT(-79.43769 43.77486),43.775,-79.438,0.197,62
POINT(-79.33212 43.73862),43.739,-79.332,0.009,36
POINT(-79.30658 43.77609),43.776,-79.307,0.004,3
POINT(-79.35819 43.65373),43.654,-79.358,0.004,3
POINT(-79.4016 43.72191),43.722,-79.402,0.005,3
POINT(-79.36367 43.65447),43.654,-79.364,0.007,3
POINT(-79.3907 43.77872),43.779,-79.391,0.005,3
POINT(-79.56974 43.69086),43.691,-79.57,0.001,3
POINT(-79.43968 43.73274),43.733,-79.44,0.001,3
POINT(-79.60262 43.7435),43.744,-79.603,0.014,3
POINT(-79.19857 43.75783),43.758,-79.199,0.006,3
POINT(-79.50338 43.70168),43.702,-79.503,0.014,3
POINT(-79.42172 43.69168),43.692,-79.422,0.02,4
POINT(-79.5225 43.63336),43.633,-79.522,0.029,4
POINT(-79.27411 43.73072),43.731,-79.274,0.027,5
POINT(-79.36478 43.81033),43.81,-79.365,0.021,6
POINT(-79.39615 43.80325),43.803,-79.396,0.006,6
POINT(-79.44695 43.68762),43.688,-79.447,0.021,6
POINT(-79.4598 43.65464),43.655,-79.46,0.007,6
POINT(-79.33036 43.76842),43.768,-79.33,0.002,6
POINT(-79.5393 43.73861),43.739,-79.539,0.012,6
POINT(-79.44724 43.65747),43.657,-79.447,0.023,8
POINT(-79.27198 43.76241),43.762,-79.272,0.054,9
POINT(-79.26533 43.75232),43.752,-79.265,0.024,9
POINT(-79.39754 43.7045),43.705,-79.398,0.015,9
POINT(-79.19939 43.80065),43.801,-79.199,0.016,9
POINT(-79.52162 43.7203),43.72,-79.522,0.002,10
POINT(-79.56376 43.70541),43.705,-79.564,0.009,10
POINT(-79.39017 43.67127),43.671,-79.39,0.017,12
POINT(-79.34415 43.77984),43.78,-79.344,0.041,13
POINT(-79.24376 43.80721),43.807,-79.244,0.038,13
POINT(-79.32871 43.76786),43.768,-79.329,0.005,17
POINT(-79.55129 43.70706),43.707,-79.551,0.025,18
POINT(-79.37002 43.67256),43.673,-79.37,0.013,19
POINT(-79.54852 43.71075),43.711,-79.549,0.002,20
POINT(-79.4827 43.6881),43.688,-79.483,0.015,21
POINT(-79.48141 43.72341),43.723,-79.481,0.004,22
POINT(-79.47418 43.72448),43.724,-79.474,0.002,23
POINT(-79.31101 43.76872),43.769,-79.311,0.002,24
POINT(-79.32773 43.76786),43.768,-79.328,0.009,24
POINT(-79.31884 43.75798),43.758,-79.319,0.173,59
POINT(-79.35773 43.7664),43.766,-79.358,0.003,30
POINT(-79.46328 43.7499),43.75,-79.463,0.021,59
POINT(-79.44739 43.72518),43.725,-79.447,0.087,151
POINT(-79.53871 43.77197),43.772,-79.539,0.04,42
POINT(-79.34034 43.77857),43.779,-79.34,0.012,101
POINT(-79.28081 43.77584),43.776,-79.281,0.003,34
POINT(-79.40834 43.75367),43.754,-79.408,0.005,90
POINT(-79.40215 43.64266),43.643,-79.402,0.008,3
POINT(-79.37808 43.64891),43.649,-79.378,0.012,3
POINT(-79.31673 43.72599),43.726,-79.317,0.003,3
POINT(-79.49124 43.67215),43.672,-79.491,0.019,3
POINT(-79.38927 43.76248),43.762,-79.389,0.002,3
POINT(-79.26167 43.71662),43.717,-79.262,0.005,3
POINT(-79.25161 43.71952),43.72,-79.252,0.006,3
POINT(-79.42748 43.77716),43.777,-79.427,0.007,3
POINT(-79.2654 43.82763),43.828,-79.265,0.007,3
POINT(-79.56924 43.71798),43.718,-79.569,0.004,3
POINT(-79.56673 43.65327),43.653,-79.567,0.001,4
POINT(-79.46713 43.67151),43.672,-79.467,0.003,4
POINT(-79.44398 43.63692),43.637,-79.444,0.002,5
POINT(-79.47988 43.70815),43.708,-79.48,0.016,5
POINT(-79.40408 43.66694),43.667,-79.404,0.012,6
POINT(-79.41406 43.79928),43.799,-79.414,0.023,6
POINT(-79.33565 43.77567),43.776,-79.336,0.025,6
POINT(-79.46362 43.66362),43.664,-79.464,0.016,6
POINT(-79.26587 43.75378),43.754,-79.266,0.013,6
POINT(-79.36403 43.76754),43.768,-79.364,0.005,6
POINT(-79.23223 43.81695),43.817,-79.232,0.037,7
POINT(-79.48824 43.62744),43.627,-79.488,0.023,7
POINT(-79.36239 43.68076),43.681,-79.362,0.003,7
POINT(-79.55128 43.76657),43.767,-79.551,0.098,7
POINT(-79.27225 43.77795),43.778,-79.272,0.002,8
POINT(-79.3325 43.76848),43.768,-79.332,0.004,9
POINT(-79.48834 43.75255),43.753,-79.488,0.051,10
POINT(-79.54799 43.60841),43.608,-79.548,0.021,11
POINT(-79.24771 43.78247),43.782,-79.248,0.001,12
POINT(-79.45638 43.64529),43.645,-79.456,0.03,14
POINT(-79.33723 43.76893),43.769,-79.337,0.003,16
POINT(-79.56122 43.64102),43.641,-79.561,0.002,17
POINT(-79.32635 43.69838),43.698,-79.326,0.048,19
POINT(-79.37679 43.67241),43.672,-79.377,0.017,23
POINT(-79.39342 43.76187),43.762,-79.393,0.002,24
POINT(-79.49088 43.68665),43.687,-79.491,0.054,25
POINT(-79.36045 43.76629),43.766,-79.36,0.005,83
POINT(-79.38798 43.76633),43.766,-79.388,0.021,34
POINT(-79.55937 43.60521),43.605,-79.559,0.039,294
POINT(-79.36365 43.81059),43.811,-79.364,0.083,45
POINT(-79.54566 43.61499),43.615,-79.546,0.015,57
POINT(-79.50998 43.71772),43.718,-79.51,0.003,32
POINT(-79.3025 43.72349),43.723,-79.302,0.039,29
POINT(-79.32248 43.77404),43.774,-79.322,0.128,107
POINT(-79.54775 43.69958),43.7,-79.548,0.213,118
POINT(-79.53596 43.61602),43.616,-79.536,0.006,46
POINT(-79.37289 43.64526),43.645,-79.373,0.012,44
POINT(-79.55686 43.62865),43.629,-79.557,0.009,109
POINT(-79.36704 43.71311),43.713,-79.367,0.093,34
POINT(-79.48905 43.62587),43.626,-79.489,0.118,927
POINT(-79.43341 43.63312),43.633,-79.433,0.009,31
POINT(-79.29864 43.75503),43.755,-79.299,0.08,35
POINT(-79.48424 43.78387),43.784,-79.484,0.109,110
POINT(-79.31558 43.79646),43.796,-79.316,0.008,3
POINT(-79.4429 43.65884),43.659,-79.443,0.004,3
POINT(-79.48962 43.7828),43.783,-79.49,0.003,3
POINT(-79.30015 43.7442),43.744,-79.3,0.003,3
POINT(-79.31634 43.66595),43.666,-79.316,0.01,3
POINT(-79.61736 43.73474),43.735,-79.617,0.004,3
POINT(-79.36758 43.6444),43.644,-79.368,0.006,3
POINT(-79.54549 43.76613),43.766,-79.545,0.042,3
POINT(-79.44937 43.71501),43.715,-79.449,0.005,3
POINT(-79.24065 43.79768),43.798,-79.241,0.002,3
POINT(-79.44998 43.65681),43.657,-79.45,0.006,3
POINT(-79.48126 43.70824),43.708,-79.481,0.004,3
POINT(-79.25892 43.71717),43.717,-79.259,0.006,3
POINT(-79.44358 43.77648),43.776,-79.444,0.026,3
POINT(-79.48809 43.69711),43.697,-79.488,0.002,3
POINT(-79.37136 43.65915),43.659,-79.371,0.01,3
POINT(-79.26188 43.75225),43.752,-79.262,0.003,3
POINT(-79.37414 43.67225),43.672,-79.374,0.003,3
POINT(-79.34272 43.76762),43.768,-79.343,0.001,3
POINT(-79.55113 43.76939),43.769,-79.551,0.009,3
POINT(-79.34528 43.67882),43.679,-79.345,0.006,3
POINT(-79.5416 43.76596),43.766,-79.542,0.017,4
POINT(-79.42654 43.67058),43.671,-79.427,0.009,4
POINT(-79.50982 43.72515),43.725,-79.51,0.012,4
POINT(-79.43288 43.65342),43.653,-79.433,0.012,4
POINT(-79.15711 43.79633),43.796,-79.157,0.001,4
POINT(-79.48856 43.62523),43.625,-79.489,0.024,6
POINT(-79.443 43.63649),43.636,-79.443,0.001,6
POINT(-79.46026 43.65497),43.655,-79.46,0.012,6
POINT(-79.43135 43.64948),43.649,-79.431,0.005,6
POINT(-79.34816 43.6492),43.649,-79.348,0.03,6
POINT(-79.4184 43.75972),43.76,-79.418,0.031,7
POINT(-79.40302 43.76336),43.763,-79.403,0.061,8
POINT(-79.57022 43.66028),43.66,-79.57,0.002,8
POINT(-79.45097 43.72743),43.727,-79.451,0.025,8
POINT(-79.42339 43.73958),43.74,-79.423,0.017,8
POINT(-79.53802 43.59348),43.593,-79.538,0.022,8
POINT(-79.32388 43.65354),43.654,-79.324,0.036,8
POINT(-79.41295 43.71677),43.717,-79.413,0.017,9
POINT(-79.53175 43.73526),43.735,-79.532,0.023,10
POINT(-79.53491 43.71264),43.713,-79.535,0.007,10
POINT(-79.3049 43.73028),43.73,-79.305,0.04,10
POINT(-79.47722 43.68198),43.682,-79.477,0.015,11
POINT(-79.52516 43.71622),43.716,-79.525,0.006,12
POINT(-79.49493 43.62425),43.624,-79.495,0.004,12
POINT(-79.37379 43.65501),43.655,-79.374,0.013,15
POINT(-79.34786 43.76655),43.767,-79.348,0.006,15
POINT(-79.43057 43.63256),43.633,-79.431,0.004,16
POINT(-79.3031 43.76889),43.769,-79.303,0.007,19
POINT(-79.5468 43.69714),43.697,-79.547,0.012,20
POINT(-79.26575 43.75142),43.751,-79.266,0.034,22
